year,name,rank,citizenship,countrycode,networthusbillion,selfmade,typeofwealth,gender,age,industry,IndustryAggregates,region,north,politicalconnection,founder,generationofinheritance,sector,company,companytype,relationshiptocompany,foundingdate,gdpcurrentus,sourceofwealth,notes,notes2,source,source_2,source_3,source_4
2014,Drew Houston,1372,United States,USA,1.2,self-made,founder non-finance,male,30,Technology-Computer,New Sectors,North America,1,,1,0,internet company,Dropbox,new,founder,2007,,Dropbox,,,http://en.wikipedia.org/wiki/Drew_Houston,http://en.wikipedia.org/wiki/Dropbox_(service),http://www.forbes.com/profile/drew-houston/,
2014,Edwin Soeryadjaya,1372,Indonesia,IDN,1.2,inherited,inherited,male,65,Mining and metals,Resource Related,East Asia,0,,0,inherited from father,automotive,Astra International,new,relation,1957,,"coal, investments",inherited from father,,http://en.wikipedia.org/wiki/Edwin_Soeryadjaya,http://www.forbes.com/profile/edwin-soeryadjaya/,http://www.tokohindonesia.com/biografi/article/285-ensiklopedi/3776-taipan-tangguh-yang-dihormati,
2014,Fahd Hariri,1372,Lebanon,LBN,1.2,inherited,inherited,male,33,Constrution,Non-Traded Sectors,Middle East/North Africa,0,,0,inherited from father,construction,Saudi Oger,aquired,relation,1978,,"construction, investments",inherited from father,,http://en.wikipedia.org/wiki/Rafik_Hariri,http://en.wikipedia.org/wiki/Astra_International,"Hariri son takes up political reins in Lebanon The Irish Times May 31, 2005",
2014,Gabe Newell,1372,United States,USA,1.2,self-made,founder non-finance,male,51,Consumer,Traded Sectors,North America,1,,1,0,video games,Valve Corporation,new,founder,1996,,videogames,,,http://en.wikipedia.org/wiki/Gabe_Newell,http://www.forbes.com/profile/gabe-newell/,"'Half-Life 2' gets Valve's full attentionBellevue company ready for new turn at successGame maker worked extra long on sequel The Seattle Times May 15, 2003, Thursday",
2014,Gerry Harvey,1372,Australia,AUS,1.2,self-made,founder non-finance,male,74,"Retail, Restaurant",Non-Traded Sectors,North America,1,,1,0,retail,Harvey Norman,new,founder,1982,,retail,,,http://en.wikipedia.org/wiki/Gerry_Harvey,http://en.wikipedia.org/wiki/Harvey_Norman,http://www.smh.com.au/business/retail/harvey-norman-cofounder-ian-norman-dies-20140529-3974f.html,"The Australian March 4, 2004 Thursday All-round Country Edition Generic jingles from Gerry Harvey"
2014,Gilles Martin,1372,France,FRA,1.2,self-made,founder non-finance,male,50,Technology-Medical,New Sectors,Europe,1,,1,0,laboratory services,Eurofins Scientific,new,founder,1988,,laboratory services,,,http://www.forbes.com/profile/gilles-martin/,http://www.bloomberg.com/research/stocks/people/person.asp?personId=8320471&privcapId=883811,,
2014,Guilherme Peirao Leal,1372,Brazil,BRA,1.2,self-made,executive,male,64,Consumer,Traded Sectors,Latin America,0,,0,0,cosmetics,Natura Cosmeticos,new,co-chairman,1969,,cosmetics,joined firm in 1979,,http://www.forbes.com/profile/guilherme-peirao-leal/,,,
2014,Hary Tanoesoedibjo,1372,Indonesia,IDN,1.2,self-made,founder non-finance,male,48,Media,Non-Traded Sectors,East Asia,0,,1,0,media,MNC Group,aquired,founder,1989,,media,"took advantage of the Indonesian Financial Crisis in 1997 to aquire largest private media group, investment company founded in 1989",,http://en.wikipedia.org/wiki/Hary_Tanoesoedibjo,http://www.mnc.co.id/corporate-history-milestones/en#content,http://www.mnc.co.id/bod/en#content,
2014,Huang Wen Tsai,1372,China,CHN,1.2,self-made,self-made finance,male,60,Real Estate,Financial,East Asia,0,,1,0,real estate,Star River Goup,new,founder,1996,,real estate,,,http://www.forbes.com/profile/huang-wen-tsai/,http://www.star-river.com/cn/brief_introduction1.asp,,
2014,Ioan Niculae,1372,Romania,ROU,1.2,self-made,privatized and resources,male,59,Consumer,Traded Sectors,Europe,0,1,1,0,aigriculture,InterAgro,new,founder,1995,,agriculture,"former securitate, privatizations, connections to mayor",,http://en.wikipedia.org/wiki/Ioan_Niculae,https://books.google.com/books?id=696AAgAAQBAJ&pg=PA335&dq=Ioan+Niculae&hl=en&sa=X&ei=DRveVNjZLNetyATT- and http://www.romania-insider.com/more-big-names-go-behind-bars-in-romanian-corruption-cases/141078/IGwBA&ved=0CD4Q6AEwBQ#v=onepage&q=Ioan%,,
2014,Jacky Xu,1372,St. Kitts and Nevis,KNA,1.2,self-made,founder non-finance,male,,Consumer,Traded Sectors,Latin America,0,,1,0,apparel,Trendy Internation Group,new,founder,1999,,apparel,,,http://www.forbes.com/profile/jacky-xu/,http://investing.businessweek.com/research/stocks/private/snapshot.asp?privcapId=171998209,,
2014,Jacques Merceron-Vicat,1372,France,FRA,1.2,inherited,inherited,male,75,Constrution,Non-Traded Sectors,Europe,1,,0,Third generation,cement,Vicat,new,relation,1853,,cement,3rd generation,,http://www.forbes.com/profile/jacques-merceron-vicat/,,,
2014,James Ratcliffe,1372,United Kingdom,GBR,1.2,self-made,founder non-finance,male,61,Non-consumer industrial,Traded Sectors,Europe,1,,1,0,chemicals,Ineos,new,founder,1998,,chemicals,,,http://en.wikipedia.org/wiki/Jim_Ratcliffe,http://www.ft.com/intl/cms/s/2/9318986c-8ec2-11e3-b6f1-00144feab7de.html,,
2014,Jeff Rothschild,1372,United States,USA,1.2,self-made,executive,male,59,Technology-Computer,New Sectors,North America,1,,0,0,internet company,Facebook,new,Vice President of Infrastructure Software,2004,,Facebook,,,http://www.forbes.com/profile/jeff-rothschild/,"THE TECH CHRONICLES BLOG The San Francisco Chronicle (California) March 3, 2014 Monday",,
2014,Koh Wee Meng,1372,Singapore,SGP,1.2,self-made,self-made finance,male,50,Real Estate,Financial,East Asia,0,,1,0,real estate,Fragrance Group,new,founder,1993,,"real estate, hotels",,,http://www.forbes.com/profile/koh-wee-meng/,http://www.bloomberg.com/news/2012-04-11/koh-becomes-billionaire-as-fragrance-sheds-love-hotel-image.html,,
2014,Konstantin Nikolaev,1372,Russia,RUS,1.2,self-made,self-made finance,male,42,Real Estate,Financial,Europe,0,,1,0,infrastructure,N-Trans,new,founder,1996,,"ports, railway transport",,,http://www.forbes.com/profile/konstantin-nikolaev/,http://www.ft.com/intl/cms/s/0/edc6234e-fb69-11e1-b5d0-00144feabdc0.html#axzz3zJfXXAkC,,
2014,Kostyantin Zhevago,1372,Ukraine,UKR,1.2,self-made,privatized and resources,male,40,Mining and metals,Resource Related,Europe,0,,0,0,iron,Ferrexpo,privatization,founder,1960,,mining,,,http://en.wikipedia.org/wiki/Kostyantyn_Zhevago,http://en.wikipedia.org/wiki/Ferrexpo,http://www.forbes.com/profile/kostyantin-zhevago/,
2014,Lang Walker,1372,Australia,AUS,1.2,self-made,self-made finance,male,68,Real Estate,Financial,North America,1,,1,0,real estate,The Walker Group,new,founder,1972,,property,,,http://en.wikipedia.org/wiki/Walker_Corporation,,,
2014,Len Buckeridge,1372,Australia,AUS,1.2,self-made,founder non-finance,male,77,Constrution,Non-Traded Sectors,North America,1,,1,0,construction,Buckeridge Group of Companies,new,founder,1960,,construction,,,http://en.wikipedia.org/wiki/Len_Buckeridge,http://en.wikipedia.org/wiki/Buckeridge_Group_of_Companies,http://www.abc.net.au/news/2014-03-11/prominent-businessman-len-buckeridge-dies/5313106,
2014,Leonid Simanovsky,1372,Russia,RUS,1.2,self-made,self-made finance,male,64,Diversified financial,Financial,Europe,0,,1,0,gas,Novatek,new,founder,1994,,investments,,,http://www.forbes.com/profile/leonid-simanovsky/,,,
2014,Li Li,1372,China,CHN,1.2,self-made,founder non-finance,male,50,Technology-Medical,New Sectors,East Asia,0,,1,0,pharmaceuticals,Shenzhen Hepalink Pharmaceutical,new,founder,1998,,pharmaceuticals,,,http://www.forbes.com/profile/li-li-2/,http://www.hepalink.com/en/aboutus/16_82.html,,
2014,Lia Maria Aguiar,1372,Brazil,BRA,1.2,inherited,inherited,female,76,Money Management,Financial,Latin America,0,,0,inherited from father,banking,Bradesco,new,relation,1943,,banking inheritance,inherited from father,,http://www.forbes.com/profile/lina-maria-aguiar/,http://en.wikipedia.org/wiki/Banco_Bradesco,,
2014,Liu Xuejing,1372,China,CHN,1.2,self-made,privatized and resources,male,63,Mining and metals,Resource Related,East Asia,0,,0,0,"copper, poultry",GMK Holding,new,owner,1991,,"copper, poultry",sells chicken to KFC and McDonald's,,http://www.forbes.com/profile/liu-xuejing/,http://www.gmkholdings.com/sub.asp?segId=136&subId=165&lang=0,,
2014,Maria Ines de Lafuente Lacroze,1372,Argentina,ARG,1.2,inherited,inherited,female,69,Constrution,Non-Traded Sectors,Latin America,0,,0,inherited from father,cement,Loma Negra,new,relation,1926,,cement firm inheritance,inherited from mother,only daughter,http://www.forbes.com/profile/maria-ines-de-lafuente-lacroze/,http://en.wikipedia.org/wiki/Loma_Negra,,
2014,Mark Dixon,1372,United Kingdom,GBR,1.2,self-made,self-made finance,male,55,Real Estate,Financial,Europe,1,,1,0,business centers,Regus,new,founder,1989,,office real estate,,,http://en.wikipedia.org/wiki/Mark_Dixon_(businessman),http://en.wikipedia.org/wiki/Regus,http://www.telegraph.co.uk/finance/financetopics/profiles/5219967/Mark-Dixon-the-Briton-who-wants-to-build-a-new-Google.html,
2014,Michael Krasny,1372,United States,USA,1.2,self-made,founder non-finance,male,60,"Retail, Restaurant",Non-Traded Sectors,North America,1,,1,0,retail,CDW Corporation,new,founder,1984,,retail,,,http://en.wikipedia.org/wiki/Michael_Krasny_(businessman),http://www.forbes.com/profile/michael-krasny/,"Retailer a victor in PC-makers' vicious price war Chicago Tribune July 11, 1993, Sunday, FINAL EDITION",
2014,Mofatraj Munot,1372,India,IND,1.2,self-made,self-made finance,male,69,Real Estate,Financial,South Asia,0,,1,0,real estate,Kalpataru Group,new,founder,1969,,real estate,,,http://en.wikipedia.org/wiki/Mofatraj_Munot,http://www.kalpataru.com/corporate/corporate-profile.aspx,,
2014,Mohammed Al Barwani,1372,Oman,OMN,1.2,self-made,privatized and resources,male,62,Energy,Resource Related,Middle East/North Africa,0,,1,0,oil,MB Holding,new,founder,1982,,oil,,,http://www.forbes.com/profile/mohammed-al-barwani/,http://www.bloomberg.com/news/articles/2013-12-02/oman-oil-billionaire-building-moving-pools-on-superyachts,,
2014,Mokhzani Mahathir,1372,Malaysia,MYS,1.2,self-made,privatized and resources,male,53,Energy,Resource Related,East Asia,0,1,1,0,oil and gas,SapuraKencana,new,founder,1975,,oil & gas services,father is former PM of Malaysia,,http://www.forbes.com/profile/mokhzani-mahathir/,http://www.sapura.com.my/,"The Straits Times (Singapore) April 30, 2001, Monday",
2014,Mori Arkin,1372,Israel,ISR,1.2,self-made,executive,male,61,Technology-Medical,New Sectors,Middle East/North Africa,0,,0,0,pharmaceuticals,Agis Industries,new,owner,1983,,pharmaceuticals,,,http://www.forbes.com/profile/mori-arkin/,http://en.wikipedia.org/wiki/Perrigo,http://www.arkinholdings.com/list.asp?categoryId=290&id=235,
2014,Nan Cunhui,1372,China,CHN,1.2,self-made,executive,male,50,Technology-Computer,New Sectors,East Asia,0,,0,0,electricity,Chint Group,new,chairman,1984,,electric equipment,,,http://www.forbes.com/profile/nan-cunhui/,http://en.wikipedia.org/wiki/CHINT_Group_Corporation,,
2014,Nikita Mishin,1372,Russia,RUS,1.2,self-made,self-made finance,male,42,Real Estate,Financial,Europe,0,,1,0,infrastructure,N-Trans,new,founder,1996,,"ports, railway transport",,,http://www.forbes.com/profile/konstantin-nikolaev/,http://www.ft.com/intl/cms/s/0/edc6234e-fb69-11e1-b5d0-00144feabdc0.html#axzz3zJfXXAkC,,
2014,Nikolai Maximov,1372,Russia,RUS,1.2,self-made,self-made finance,male,56,Diversified financial,Financial,Europe,0,,1,0,mettallurgy,Maxi Group,new,founder,2004,,investments,,,http://www.forbes.com/profile/nikolai-maximov/,http://www.businessinsider.com/nikolai-maximov-billionaire-will-o-the-wisp-or-blast-of-marsh-gas-2011-6,,
2014,Nirav Modi,1372,India,IND,1.2,self-made,founder non-finance,male,43,Consumer,Traded Sectors,South Asia,0,,1,0,diamond jewelry,Firestar International,new,founder,1999,,diamond jewelry,,,http://www.forbes.com/profile/nirav-modi/,http://www.hindustantimes.com/brunch/nirav-modi-the-diamond-guy-of-india/story-aENGjU1Y6k7BWJI3RZnoRI.html,,
2014,Rakesh Jhunjhunwala,1372,India,IND,1.2,self-made,self-made finance,male,53,Other,Financial,South Asia,0,,0,0,pharmaceuticals,Lupin,new,investor,1968,,Investments,,,http://www.forbes.com/profile/rakesh-jhunjhunwala/,http://en.wikipedia.org/wiki/Lupin_Limited,,
2014,Ron Sim,1372,Singapore,SGP,1.2,self-made,founder non-finance,male,56,"Retail, Restaurant",Non-Traded Sectors,East Asia,0,,1,0,retail,OSIM International,new,founder,1980,,retail,,,http://www.forbes.com/profile/ron-sim/,"Business Times (Singapore) May 15, 2000",,
2014,Ronald Joyce,1372,Canada,CAN,1.2,self-made,founder non-finance,male,83,"Retail, Restaurant",Non-Traded Sectors,North America,1,,1,0,restaurant,Tim Hortons,new,founder,1967,,restaurants,,,http://en.wikipedia.org/wiki/Ron_Joyce,http://www.thestar.com/news/canada/2013/08/27/tim_hortons_billionaire_ron_joyce_selling_his_yacht_for_199_million.html,,
2014,Rubens Menin Teixeira de Souza,1372,Brazil,BRA,1.2,self-made,founder non-finance,male,57,Constrution,Non-Traded Sectors,Latin America,0,,1,0,construction,MRV Engenharia,new,founder,1979,,home building,,,http://www.forbes.com/profile/rubens-menin-teixeira-de-souza/,http://www.bloomberg.com/research/stocks/people/person.asp?personId=32533726&privcapId=32430145,,
2014,Steve Case,1372,United States,USA,1.2,self-made,executive,male,55,Technology-Computer,New Sectors,North America,1,,0,0,internet company,AOL,new,Chairman and Chief Executive Officer,1985,,AOL,,,http://en.wikipedia.org/wiki/Steve_Case,http://www.bloomberg.com/bw/articles/2013-08-22/steve-cases-second-life-as-d-dot-c-dot-s-favorite-businessman,,
2014,Suat Gunsel,1372,Cyprus,CYP,1.2,self-made,self-made finance,male,61,Real Estate,Financial,Europe,0,,1,0,education,Near East University,new,founder,1988,,"real estate, education",,,http://en.wikipedia.org/wiki/Suat_G%C3%BCnsel,http://en.wikipedia.org/wiki/Near_East_University,,
2014,Tian Ming,1372,China,CHN,1.2,self-made,executive,male,60,Non-consumer industrial,Traded Sectors,East Asia,0,,0,0,measuring instruments,Hefei Meiya Optoelectronic Technology,new,owner,1990,,measuring instruments,,,http://www.forbes.com/profile/tian-ming/,http://www.hfmeiya.com/en/about.php,,
2014,Tu Jianhua,1372,China,CHN,1.2,self-made,executive,male,50,Consumer,Traded Sectors,East Asia,0,,0,0,motorcycles,Lancing Motor,new,chairman,,,"motorcycles, real estate",,,http://www.forbes.com/profile/tu-jianhua/,,,
2014,Vincent McMahon,1372,United States,USA,1.2,inherited,inherited,male,68,0,0,North America,1,,0,inherited from father,wrestling promotion,World Wrestling Entertainment (WWE),new,relation,1952,,wrestling,inherited from father (Vincent McMahon Sr),,http://en.wikipedia.org/wiki/Vince_McMahon,"http://en.wikipedia.org/wiki/Vince_McMahon,_Sr.",http://www.forbes.com/profile/vincent-mcmahon/,
2014,William Macaulay,1372,United States,USA,1.2,self-made,privatized and resources,male,68,Energy,Resource Related,North America,1,,1,0,private equity,First Reserve Corporation,new,founder,1983,,energy investments,,,http://en.wikipedia.org/wiki/William_E._Macaulay,http://www.ft.com/intl/cms/s/0/27ba3ba6-7137-11e2-9b5c-00144feab49a.html#axzz40MSyrktK,,
2014,Wong Man Li,1372,Hong Kong,HKG,1.2,self-made,founder non-finance,male,49,Consumer,Traded Sectors,East Asia,0,,1,0,furniture,Man Wah Holdings,new,founder,1992,,furniture,,,http://www.forbes.com/profile/wong-man-li/,http://www.manwahholdings.com/en/,,
2014,Xiu Li Hawken,1372,United Kingdom,GBR,1.2,self-made,self-made finance,female,51,Real Estate,Financial,Europe,1,,0,0,real estate,Renhe Commercial Holdings,new,owner,2007,,real estate,,,http://www.forbes.com/profile/xiu-li-hawken/,http://investing.businessweek.com/research/stocks/snapshot/snapshot.asp?ticker=1387:HK,,
2014,Yu Minhong,1372,China,CHN,1.2,self-made,founder non-finance,male,52,Other,0,East Asia,0,,1,0,education,New Oriental Education and Technology Group,new,founder,1993,,education,,,http://en.wikipedia.org/wiki/Yu_Minhong,https://www.youtube.com/watch?v=av28K7R76G0,,
2014,Zhang Zhongneng,1372,China,CHN,1.2,self-made,privatized and resources,male,50,Mining and metals,Resource Related,East Asia,0,,0,0,aluminum,Guangdong Dongyangguang Aluminum,privatization,owner,1993,,aluminum,,,http://www.forbes.com/profile/zhang-zhongneng/,http://www.hec-al.com/about.html,,
2014,Zhong Sheng Jian,1372,Singapore,SGP,1.2,self-made,self-made finance,male,56,Real Estate,Financial,East Asia,0,,1,0,real estate,Yanlord Land Group,new,founder,1993,,real estate,,,http://www.forbes.com/profile/zhong-sheng-jian/,http://www.yanlordland.com/en/About_Us5_1.asp,,
2014,Ziyaudin Magomedov,1372,Russia,RUS,1.2,self-made,privatized and resources,male,45,Energy,Resource Related,Europe,0,,1,0,"ports, gas",Summa Group,new,founder,2004,,"port, gas",,,http://www.summagroup.ru/about/history/en/,http://www.forbes.com/profile/ziyaudin-magomedov/,,
2014,Alexei Bogachev,1442,Russia,RUS,1.2,self-made,executive,male,43,"Retail, Restaurant",Non-Traded Sectors,Europe,0,,0,0,retail,Magnit,new,owner,1994,,"retail, banking",,,http://www.forbes.com/profile/alexei-bogachev/,,,
2014,Alexei Semin,1442,Russia,RUS,1.2,self-made,self-made finance,male,46,Real Estate,Financial,Europe,0,,0,0,real estate,Obrazovanie,new,owner,1991,,real estate,,,http://www.forbes.com/profile/alexei-semin/,,,
2014,Alfredo Egydio Arruda Villela Filho,1442,Brazil,BRA,1.2,inherited,inherited,male,44,Money Management,Financial,Latin America,0,,0,inherited from father,banking,Itausa Investimentos Itau SA,new,relation,1966,,banking,inherited from parents,,http://www.forbes.com/profile/alfredo-egydio-arruda-villela-filho/,,,
2014,Andrei Kuzyaev,1442,Russia,RUS,1.2,self-made,privatized and resources,male,48,Media,Non-Traded Sectors,Europe,0,1,1,0,telecom,Perm Financial Industrial Group (PFIG),new,founder,1991,,"telecom, oil service, real estate",connected to Lukoil,,http://www.forbes.com/profile/andrei-kuzyaev/,http://www.pfpg.ru/en/company/history.html,http://www.bloomberg.com/research/stocks/private/person.asp?personId=23219219&privcapId=24026749,
